code,cluster,name,industry,close,score,weight
601766,跨行业龙头,中国中车,C37铁路、船舶、航空航天和其他运输设备制造业,5.8,0.8231282102099566,0.125
600048,跨行业龙头,保利发展,K70房地产业,5.85,0.7796836396116191,0.125
002129,跨行业龙头,TCL中环,C38电气机械和器材制造业,9.03,0.7781361171450554,0.125
601166,跨行业龙头,兴业银行,J66货币金融服务,17.83,0.7645149806739098,0.125
600884,跨行业龙头,杉杉股份,C39计算机、通信和其他电子设备制造业,14.7,0.753140731796251,0.125
600011,跨行业龙头,华能国际,D44电力、热力生产和供应业,7.51,0.7329866000459025,0.125
601360,跨行业龙头,三六零,I64互联网和相关服务,10.76,0.7318480710602665,0.125
600958,跨行业龙头,东方证券,J67资本市场服务,9.6,0.7236057019634724,0.125
