code,name,industry,close,score
601668,中国建筑,E48土木工程建筑业,4.76,4.5235637511857325
601766,中国中车,C37铁路、船舶、航空航天和其他运输设备制造业,5.8,4.401917173556527
600028,中国石化,B07石油和天然气开采业,4.87,4.302574236180601
601601,中国太保,J68保险业,33.22,4.302401768554402
601318,中国平安,J68保险业,54.27,4.244958647623632
